"date";"Reel";"Simule"
58,375;286,2499999798355;285,0049167106178
58,5;291,25000001432113;292,7739844621806
58,625;287,05000004662276;293,4288851390664
58,75;285,75000001173476;288,11559429902474
58,875;285,34999999306933;282,00207684723125
59,0;284,2499999896064;281,87547428482924
59,125;283,25000005340496;279,76847018211066
59,25;281,9499999006908;279,8765286457951
59,375;284,64999999354353;285,46718515208784
59,5;285,6500000181146;291,58462483319977
59,625;284,64999999354353;292,18213272990033
59,75;283,45000004064525;287,2541214821059
59,875;282,6500000916841;283,1073357851509
60,0;277,2499999648917;280,8299139019619
60,125;278,24999990109313;279,55468446487674
60,25;278,54999988195357;278,8706788696546
60,375;281,84999990707064;283,60766829031405
60,5;281,84999990707064;288,4038814195563
60,625;287,3500000274832;288,91559289758516
60,75;284,34999998322655;285,22075965493366
60,875;283,1500000597848;282,2266906159688
61,0;278,74999986919386;280,86979047071605
61,125;278,849999862814;279,45293906327333
61,25;277,9499999202327;278,99805138560777
61,375;281,1500001873819;283,6656437148994
61,5;288,2499999700645;288,6525046194044
61,625;292,2499999505226;289,5190336870926
61,75;287,8499999955839;285,931554737048
61,875;286,7499999479362;282,4438487899518
62,0;285,15000000030597;283,7526691485518
62,125;289,75000011001896;281,71849014639923
62,25;282,04999989431093;281,64021908857376
62,375;283,3500000470251;285,17043851717307
62,5;285,8500000053549;290,28448205812276
62,625;280,8500002065215;291,2660898749275
62,75;281,1500001873819;287,68470251572666
62,875;281,0500001937618;284,5140030548128
63,0;280,6500002192812;279,75450028254176
63,125;280,1499997798759;278,7674015832423
63,25;281,7499999134505;278,3568217974231
63,375;283,3500000470251;281,5848648172605
63,5;285,2499999994492;285,4219610401329
63,625;287,8499999955839;285,88018794072366
63,75;283,3500000470251;283,20668037590224
63,875;277,7499999329924;281,28320589046865
64,0;280,8500002065215;280,0700926775672
64,125;281,24999994534977;279,2673874855103
64,25;283,65000002788554;278,67660331438975
64,375;284,9500000038605;282,8683879666921
64,5;290,3500000717398;286,8864605852127
64,625;289,4500001291585;286,92380055357836
64,75;288,7499999381652;284,1492984927266
64,875;287,8499999955839;281,61269255486656
65,0;283,65000002788554;286,73015333501274
65,125;283,45000004064525;284,79111877897014
65,25;282,4500001044438;284,7505402501728
65,375;283,1500000597848;286,52449501278596
65,5;284,55000002937993;288,9520875424861
65,625;285,34999999306933;289,7878346206144
65,75;282,4500001044438;287,372801466257
65,875;280,55000022566105;286,0733904385747
66,0;281,9499999006908;280,66829683707215
66,125;280,95000020014163;279,8471642326739
66,25;279,44999982453487;279,9537837711754
66,375;282,04999989431093;282,0318060531148
66,5;284,64999999354353;284,47440328820113
66,625;285,34999999306933;284,9925559627057
66,75;283,1500000597848;282,81323343146164
66,875;282,9500000725445;281,5853570989404
67,0;282,9500000725445;282,03724259454583
67,125;282,9500000725445;281,08205912211713
67,25;282,35000011082366;280,9885052201747
67,375;285,94999999897504;283,11879560161117
67,5;286,5499999606959;285,68363018745197
67,625;287,94999998920406;285,9175492136958
67,75;287,45000002110334;284,10519844079187
67,875;287,7166667493078;282,6854693230367
68,0;288,07222222981227;286,61843305118697
68,125;288,2499999700645;284,9318182344469
68,25;287,75000000196377;284,2705204509174
68,375;286,5499999606959;285,5097968327934
68,5;287,6500000083436;287,69507316439115
68,625;288,2499999700645;288,7237166216038
68,75;285,94999999897504;286,8593031025303
68,875;282,9500000725445;285,96203857018565
69,0;281,24999994534977;284,99112088672445
69,125;279,84999979901545;284,07443338251534
69,25;279,0499998500543;284,46432017803204
69,375;280,95000020014163;284,81915330929
69,5;282,4500001044438;285,859619718183
69,625;283,5500000342654;285,9483908403635
69,75;280,75000021290134;284,3250783056126
69,875;275,54999960204464;284,3054768266748
70,0;273,9499997041223;278,01561151141175
70,125;274,05000016904705;277,1862573164948
70,25;272,5499997934403;277,71273666175557
70,375;277,9499999202327;280,173912213876
70,5;287,6500000083436;282,342363799776
70,625;291,94999996966214;282,7053356972368
70,75;288,2499999700645;280,8913293591826
70,875;286,14999998621533;279,8017907258841
71,0;280,3499997671162;284,37365512540345
71,125;278,94999985643415;282,6619620054327
71,25;277,9499999202327;282,1219216454399
71,375;280,75000021290134;284,63506774095276
71,5;283,5500000342654;288,80547405276866
71,625;283,3500000470251;289,93938858418517
71,75;282,04999989431093;287,6030880358422
71,875;280,55000022566105;285,2617616855322
72,0;280,55000022566105;278,78008560763527
72,125;278,54999988195357;277,7584170522182
72,25;279,14999984367444;277,5354016955726
72,375;280,95000020014163;280,1013240390868
72,5;282,75000008530424;283,4430913447235
72,625;283,7500000215057;285,07385632140563
72,75;282,75000008530424;282,9657866143983
72,875;283,3500000470251;280,97993210467286
73,0;283,5500000342654;281,2682772579227
73,125;284,0500000023661;279,92044989708785
73,25;284,2499999896064;279,4260199691356
73,375;285,5499999950379;281,74558611542096
73,5;286,84999994155635;285,2046232148824
73,625;287,05000004662276;286,40058100031433
73,75;285,4500000014178;284,63396245883274
73,875;282,8500000789244;283,1433367150223
74,0;282,35000011082366;283,5466097011537
74,125;279,3499998309147;282,1396283091376
74,25;275,85000005420966;282,1720807901441
74,375;283,7500000215057;284,45905481580814
74,5;288,6499999445451;287,49073976163265
74,625;293,9500003133696;287,6757726417235
74,75;290,45000006536;285,81943884566004
74,875;284,4499999768467;284,13347954049766
75,0;284,34999998322655;284,7383008933189
75,125;283,5500000342654;282,9484535504718
75,25;284,4499999768467;282,7996547257747
75,375;284,0500000023661;284,9196735025314
75,5;281,64999991983035;289,3388967947827
75,625;281,64999991983035;290,73575147066094
75,75;280,4500002320409;288,23778682583094
75,875;279,64999981177516;285,4418511260496
76,0;277,9499999202327;278,76530526027494
76,125;277,15000044257613;277,69425223304546
76,25;275,0500001052485;277,9146825319075
76,375;280,1499997798759;280,38548510658256
76,5;281,7499999134505;283,07705655689057
76,625;283,950000008746;283,6486895252244
76,75;281,29999994215984;282,1024644610254
76,875;278,6499998755737;280,7714801461026
77,0;277,5499999457521;278,6004631148621
77,125;277,6000001782145;277,6548573770165
77,25;277,64999993937226;277,00653958830657
77,375;278,849999862814;280,47864656731014
77,5;282,75000008530424;284,00974200725733
77,625;283,5500000342654;285,3700088594171
77,75;280,8500002065215;283,7960340164499
77,875;278,4499998883334;281,36437404085444
78,0;273,54999972964174;278,0280063093437
78,125;272,1499998189597;277,1785413928815
78,25;271,250000347683;277,27681678309955
78,375;280,04999978625574;280,31643869701657
78,5;284,0500000023661;283,3879805630236
78,625;285,5499999950379;284,3350916760308
78,75;283,0000000693546;282,5303206210762
78,875;280,4500002320409;280,56482351549533
79,0;276,5499995382461;278,59916438388404
79,125;272,05000029664416;277,4474230325135
79,25;271,0500003604427;277,630469794926
79,375;280,6500002192812;281,2791907651878
79,5;284,34999998322655;285,27687304053717
79,625;286,9500000530026;286,9240845078648
79,75;283,85000001512583;284,282800525519
79,875;278,6499998755737;281,89910725836086
80,0;277,449999952132;276,8612808466389
80,125;276,4500000159305;275,9754728224191
80,25;274,8500001180082;275,8288220298929
80,375;283,65000002788554;280,7847105973223
80,5;290,9500000334607;286,3035211897578
80,625;293,55000033888905;287,5970666959809
80,75;288,4499999573048;284,8187552358165
80,875;282,75000008530424;280,89894702338535
81,0;278,149999907473;282,2385532834108
81,125;278,04999991385284;280,01287105242994
81,25;274,6500001307679;280,55523086468725
81,375;285,5499999950379;285,57930507018136
81,5;291,6499999888017;291,8929731347863
81,625;293,04999989948374;292,59974345121316
81,75;288,6499999445451;288,6377056453855
81,875;281,5499999262102;284,162011434527
82,0;278,54999988195357;280,92218737341284
82,125;277,0499999776514;278,9114251630737
82,25;274,94999964032377;279,8087790919087
82,375;284,85000001024036;285,50096417127384
82,5;288,9499999254055;291,9332577278337
82,625;289,1500001482981;292,06823140628165
82,75;284,64999999354353;288,01098113789436
82,875;282,4500001044438;283,0473942240231
83,0;280,3499997671162;279,95154143343075
83,125;280,75000021290134;277,93656562937787
83,25;280,1499997798759;278,73887964707416
83,375;282,55000009806395;285,2147251447462
83,5;284,85000001024036;291,3635262784981
83,625;283,05000006616467;291,601573615389
83,75;281,3499999389699;287,2283066073869
83,875;278,6499998755737;282,7095474470247
84,0;277,2499999648917;277,41770357730167
84,125;275,85000005420966;276,2036390288142
84,25;275,34999961480435;276,39833359034105
84,375;279,0499998500543;282,6174155010926
84,5;283,25000005340496;288,11303533357574
84,625;284,64999999354353;288,3698767534634
84,75;282,6500000916841;284,4001812141068
84,875;280,1499997798759;280,9267111313215
85,0;277,64999993937226;278,1098736727111
85,125;276,8499999904111;276,74034018362187
85,25;272,650000258365;276,5897222447579
85,375;281,1500001873819;282,72977091382995
85,5;284,14999999598626;288,5801398174131
85,625;284,4499999768467;289,45301516613273
85,75;284,7499999871637;285,55967476447955
85,875;281,64999991983035;281,5649639373079
86,0;274,3499996786029;278,8939502921924
86,125;278,04999991385284;277,4406341871431
86,25;271,74999984447913;277,45393580831274
86,375;282,6500000916841;283,14687434516827
86,5;287,1500000402429;288,83012154529865
86,625;288,34999996368464;289,7091228332432
86,75;285,5499999950379;285,9929412695396
86,875;279,0499998500543;282,2179769398617
87,0;275,4500000797291;278,10570725892086
87,125;275,85000005420966;276,88594598137905
87,25;274,5499996658432;277,17713812069377
87,375;283,05000006616467;283,565702559563
87,5;290,85000003984055;289,9978276055863
87,625;289,95000009725925;290,6444621714446
87,75;289,04999991902565;286,4738880004356
87,875;284,0500000023661;281,79020135944376
88,0;279,84999979901545;282,0588995554009
88,125;278,24999990109313;279,71284148028747
88,25;274,7499996530835;280,315791982682
88,375;286,9500000530026;285,8326446897606
88,5;291,54999999518157;292,68104540352806
88,625;293,6499998612046;293,0680425335843
88,75;290,5500000589801;289,0312590237835
88,875;285,8500000053549;284,1786540759257
89,0;282,55000009806395;284,1270206190725
89,125;280,04999978625574;281,44592813229474
89,25;277,64999993937226;281,8861523871229
89,375;285,5499999950379;287,26449796027225
89,5;291,849999976042;293,7449641293319
89,625;293,249999886724;294,18356902089386
89,75;290,85000003984055;290,2414874673639
89,875;283,950000008746;285,73092820537164
90,0;279,7499998053953;283,0029748814449
90,125;280,8500002065215;280,5760333736101
90,25;280,24999977349603;281,11925821414627
90,375;285,8500000053549;286,3916077867797
90,5;293,6499998612046;292,8335993779566
90,625;294,64999979740605;293,3879652053371
90,75;291,150000020701;289,7160255178295
90,875;285,8500000053549;284,9452983547123
91,0;285,04999999748065;284,3497649586244
91,125;284,34999998322655;281,86132303844624
91,25;281,7499999134505;282,14043601123115
91,375;284,85000001024036;287,6091682681217
91,5;286,44999996707577;294,00129727057384
91,625;288,6499999445451;294,50926150254685
91,75;286,9500000530026;291,0672827063647
91,875;283,85000001512583;286,35303601790895
92,0;281,24999994534977;281,961096725161
92,125;279,9499997926356;279,86104963225114
92,25;279,3499998309147;280,1004280610133
92,375;280,8500002065215;285,0656161854967
92,5;283,1500000597848;290,5135600174931
92,625;282,8500000789244;291,28220918822115
92,75;280,4500002320409;287,96873990067974
92,875;278,94999985643415;284,19872486587303
93,0;276,05000004144995;277,2549629470062
93,125;274,45000014352763;276,25859923609914
93,25;275,54999960204464;276,1348361858272
93,375;279,3499998309147;281,52221628450593
93,5;281,24999994534977;286,8402792278224
93,625;282,75000008530424;287,79806353758744
93,75;281,3499999389699;284,6846774975427
93,875;274,45000014352763;281,1361058034757
94,0;274,5499996658432;274,51300247202477
94,125;273,4500002073262;274,06899359044786
94,25;273,4500002073262;274,0755848235704
